id,fixed acidity,volatile acidity,citric acid,residual sugar,flavonoids,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,country,quality
803,7.2,0.61,0.08,4,0.593,0.082,26,108,0.99641,3.25,0.51,9.4,Italy,5
804,8.6,0.55,0.09,3.3,0.505,0.068,8,17,0.99735,3.23,0.44,10,UK,5
805,5.1,0.585,0,1.7,0.3955,0.044,14,86,0.99264,3.56,0.94,12.9,Spain,7
806,7.7,0.56,0.08,2.5,0.738,0.114,14,46,0.9971,3.24,0.66,9.6,Spain,6
807,8.4,0.52,0.22,2.7,0.576,0.084,4,18,0.99682,3.26,0.57,9.9,Italy,6
808,8.2,0.28,0.4,2.4,0.344,0.052,4,10,0.99356,3.33,0.7,12.8,Spain,7
809,8.4,0.25,0.39,2,0.28,0.041,4,10,0.99386,3.27,0.71,12.5,Spain,7
810,8.2,0.28,0.4,2.4,0.344,0.052,4,10,0.99356,3.33,0.7,12.8,Spain,7
811,7.4,0.53,0.12,1.9,0.984,0.165,4,12,0.99702,3.26,0.86,9.2,Italy,5
812,7.6,0.48,0.31,2.8,0.494,0.07,4,15,0.99693,3.22,0.55,10.3,Spain,6
813,7.3,0.49,0.1,2.6,0.487,0.068,4,14,0.99562,3.3,0.47,10.5,Italy,5
814,12.9,0.5,0.55,2.8,0.51,0.072,7,24,1.00012,3.09,0.68,10.9,Spain,6
815,10.8,0.45,0.33,2.5,0.63,0.099,20,38,0.99818,3.24,0.71,10.8,Spain,5
816,6.9,0.39,0.24,2.1,0.627,0.102,4,7,0.99462,3.44,0.58,11.4,UK,4
817,12.6,0.41,0.54,2.8,0.638,0.103,19,41,0.99939,3.21,0.76,11.3,Italy,6
818,10.8,0.45,0.33,2.5,0.63,0.099,20,38,0.99818,3.24,0.71,10.8,Italy,5
819,9.8,0.51,0.19,3.2,0.558,0.081,8,30,0.9984,3.23,0.58,10.5,Italy,6
820,10.8,0.29,0.42,1.6,0.507,0.084,19,27,0.99545,3.28,0.73,11.9,Italy,6
821,7.1,0.715,0,2.35,0.5695,0.071,21,47,0.99632,3.29,0.45,9.4,UK,5
822,9.1,0.66,0.15,3.2,0.683,0.097,9,59,0.99976,3.28,0.54,9.6,Italy,5
823,7,0.685,0,1.9,0.7005,0.099,9,22,0.99606,3.34,0.6,9.7,UK,5
824,4.9,0.42,0,2.1,0.366,0.048,16,42,0.99154,3.71,0.74,14,UK,7
825,6.7,0.54,0.13,2,0.542,0.076,15,36,0.9973,3.61,0.64,9.8,Spain,5
826,6.7,0.54,0.13,2,0.542,0.076,15,36,0.9973,3.61,0.64,9.8,Italy,5
827,7.1,0.48,0.28,2.8,0.484,0.068,6,16,0.99682,3.24,0.53,10.3,UK,5
828,7.1,0.46,0.14,2.8,0.518,0.076,15,37,0.99624,3.36,0.49,10.7,Italy,5
829,7.5,0.27,0.34,2.3,0.331,0.05,4,8,0.9951,3.4,0.64,11,Spain,7
830,7.1,0.46,0.14,2.8,0.518,0.076,15,37,0.99624,3.36,0.49,10.7,Italy,5
831,7.8,0.57,0.09,2.3,0.496,0.065,34,45,0.99417,3.46,0.74,12.7,Italy,8
832,5.9,0.61,0.08,2.1,0.538,0.071,16,24,0.99376,3.56,0.77,11.1,Italy,6
833,7.5,0.685,0.07,2.5,0.4955,0.058,5,9,0.99632,3.38,0.55,10.9,Italy,4
834,5.9,0.61,0.08,2.1,0.538,0.071,16,24,0.99376,3.56,0.77,11.1,UK,6
835,10.4,0.44,0.42,1.5,0.857,0.145,34,48,0.99832,3.38,0.86,9.9,Spain,3
836,11.6,0.47,0.44,1.6,0.876,0.147,36,51,0.99836,3.38,0.86,9.9,Italy,4
837,8.8,0.685,0.26,1.6,0.6455,0.088,16,23,0.99694,3.32,0.47,9.4,Spain,5
838,7.6,0.665,0.1,1.5,0.5295,0.066,27,55,0.99655,3.39,0.51,9.3,Italy,5
839,6.7,0.28,0.28,2.4,0.144,0.012,36,100,0.99064,3.26,0.39,11.7,Italy,7
840,6.7,0.28,0.28,2.4,0.144,0.012,36,100,0.99064,3.26,0.39,11.7,Spain,7
841,10.1,0.31,0.35,1.6,0.468,0.075,9,28,0.99672,3.24,0.83,11.2,Italy,7
842,6,0.5,0.04,2.2,0.61,0.092,13,26,0.99647,3.46,0.47,10,Italy,5
843,11.1,0.42,0.47,2.65,0.551,0.085,9,34,0.99736,3.24,0.77,12.1,Spain,7
844,6.6,0.66,0,3,0.773,0.115,21,31,0.99629,3.45,0.63,10.3,Italy,5
845,10.6,0.5,0.45,2.6,0.745,0.119,34,68,0.99708,3.23,0.72,10.9,Italy,6
846,7.1,0.685,0.35,2,0.6455,0.088,9,92,0.9963,3.28,0.62,9.4,Italy,5
847,9.9,0.25,0.46,1.7,0.385,0.062,26,42,0.9959,3.18,0.83,10.6,UK,6
848,6.4,0.64,0.21,1.8,0.597,0.081,14,31,0.99689,3.59,0.66,9.8,Italy,5
849,6.4,0.64,0.21,1.8,0.597,0.081,14,31,0.99689,3.59,0.66,9.8,Spain,5
850,7.4,0.68,0.16,1.8,0.594,0.078,12,39,0.9977,3.5,0.7,9.9,Italy,6
851,6.4,0.64,0.21,1.8,0.597,0.081,14,31,0.99689,3.59,0.66,9.8,Spain,5
852,6.4,0.63,0.21,1.6,0.589,0.08,12,32,0.99689,3.58,0.66,9.8,Spain,5
853,9.3,0.43,0.44,1.9,0.554,0.085,9,22,0.99708,3.28,0.55,9.5,Spain,5
854,9.3,0.43,0.44,1.9,0.554,0.085,9,22,0.99708,3.28,0.55,9.5,UK,5
855,8,0.42,0.32,2.5,0.526,0.08,26,122,0.99801,3.22,1.07,9.7,Italy,5
856,9.3,0.36,0.39,1.5,0.508,0.08,41,55,0.99652,3.47,0.73,10.9,Spain,6
857,9.3,0.36,0.39,1.5,0.508,0.08,41,55,0.99652,3.47,0.73,10.9,Italy,6
858,7.6,0.735,0.02,2.5,0.5755,0.071,10,14,0.99538,3.51,0.71,11.7,Italy,7
859,9.3,0.36,0.39,1.5,0.508,0.08,41,55,0.99652,3.47,0.73,10.9,Spain,6
860,8.2,0.26,0.34,2.5,0.443,0.073,16,47,0.99594,3.4,0.78,11.3,UK,7
861,11.7,0.28,0.47,1.7,0.354,0.054,17,32,0.99686,3.15,0.67,10.6,Spain,7
862,6.8,0.56,0.22,1.8,0.538,0.074,15,24,0.99438,3.4,0.82,11.2,UK,6
863,7.2,0.62,0.06,2.7,0.571,0.077,15,85,0.99746,3.51,0.54,9.5,Italy,5
864,5.8,1.01,0.66,2,0.498,0.039,15,88,0.99357,3.66,0.6,11.5,Spain,6
865,7.5,0.42,0.32,2.7,0.461,0.067,7,25,0.99628,3.24,0.44,10.4,Spain,5
866,7.2,0.62,0.06,2.5,0.576,0.078,17,84,0.99746,3.51,0.53,9.7,Italy,5
867,7.2,0.62,0.06,2.7,0.571,0.077,15,85,0.99746,3.51,0.54,9.5,Spain,5
868,7.2,0.635,0.07,2.6,0.5755,0.077,16,86,0.99748,3.51,0.54,9.7,Italy,5
869,6.8,0.49,0.22,2.3,0.502,0.071,13,24,0.99438,3.41,0.83,11.3,Italy,6
870,6.9,0.51,0.23,2,0.513,0.072,13,22,0.99438,3.4,0.84,11.2,UK,6
871,6.8,0.56,0.22,1.8,0.538,0.074,15,24,0.99438,3.4,0.82,11.2,Spain,6
872,7.6,0.63,0.03,2,0.589,0.08,27,43,0.99578,3.44,0.64,10.9,Spain,6
873,7.7,0.715,0.01,2.1,0.5345,0.064,31,43,0.99371,3.41,0.57,11.8,Spain,6
874,6.9,0.56,0.03,1.5,0.598,0.086,36,46,0.99522,3.53,0.57,10.6,Italy,5
875,7.3,0.35,0.24,2,0.44,0.067,28,48,0.99576,3.43,0.54,10,UK,4
876,9.1,0.21,0.37,1.6,0.398,0.067,6,10,0.99552,3.23,0.58,11.1,Italy,7
877,10.4,0.38,0.46,2.1,0.634,0.104,6,10,0.99664,3.12,0.65,11.8,UK,7
878,8.8,0.31,0.4,2.8,0.638,0.109,7,16,0.99614,3.31,0.79,11.8,Spain,7
879,7.1,0.47,0,2.2,0.476,0.067,7,14,0.99517,3.4,0.58,10.9,Spain,4
880,7.7,0.715,0.01,2.1,0.5345,0.064,31,43,0.99371,3.41,0.57,11.8,Spain,6
881,8.8,0.61,0.19,4,0.653,0.094,30,69,0.99787,3.22,0.5,10,Italy,6
882,7.2,0.6,0.04,2.5,0.56,0.076,18,88,0.99745,3.53,0.55,9.5,Spain,5
883,9.2,0.56,0.18,1.6,0.558,0.078,10,21,0.99576,3.15,0.49,9.9,Italy,5
884,7.6,0.715,0,2.1,0.5545,0.068,30,35,0.99533,3.48,0.65,11.4,UK,6
885,8.4,0.31,0.29,3.1,1.063,0.194,14,26,0.99536,3.22,0.78,12,Italy,6
886,7.2,0.6,0.04,2.5,0.56,0.076,18,88,0.99745,3.53,0.55,9.5,Spain,5
887,8.8,0.61,0.19,4,0.653,0.094,30,69,0.99787,3.22,0.5,10,Italy,6
888,8.9,0.75,0.14,2.5,0.655,0.086,9,30,0.99824,3.34,0.64,10.5,Spain,5
889,9,0.8,0.12,2.4,0.655,0.083,8,28,0.99836,3.33,0.65,10.4,Italy,6
890,10.7,0.52,0.38,2.6,0.486,0.066,29,56,0.99577,3.15,0.79,12.1,Italy,7
891,6.8,0.57,0,2.5,0.531,0.072,32,64,0.99491,3.43,0.56,11.2,Spain,6
892,10.7,0.9,0.34,6.6,0.83,0.112,23,99,1.00289,3.22,0.68,9.3,Spain,5
893,7.2,0.34,0.24,2,0.457,0.071,30,52,0.99576,3.44,0.58,10.1,Italy,5
894,7.2,0.66,0.03,2.3,0.588,0.078,16,86,0.99743,3.53,0.57,9.7,Spain,5
895,10.1,0.45,0.23,1.9,0.545,0.082,10,18,0.99774,3.22,0.65,9.3,Spain,6
896,7.2,0.66,0.03,2.3,0.588,0.078,16,86,0.99743,3.53,0.57,9.7,Spain,5
897,7.2,0.63,0.03,2.2,0.589,0.08,17,88,0.99745,3.53,0.58,9.8,Spain,6
898,7.1,0.59,0.01,2.3,0.577,0.08,27,43,0.9955,3.42,0.58,10.7,Italy,6
899,8.3,0.31,0.39,2.4,0.483,0.078,17,43,0.99444,3.31,0.77,12.5,UK,7
900,7.1,0.59,0.01,2.3,0.577,0.08,27,43,0.9955,3.42,0.58,10.7,Spain,6
901,8.3,0.31,0.39,2.4,0.483,0.078,17,43,0.99444,3.31,0.77,12.5,Italy,7
902,8.3,1.02,0.02,3.4,0.726,0.084,6,11,0.99892,3.48,0.49,11,Spain,3
903,8.9,0.31,0.36,2.6,0.373,0.056,10,39,0.99562,3.4,0.69,11.8,Italy,5
904,7.4,0.635,0.1,2.4,0.5905,0.08,16,33,0.99736,3.58,0.69,10.8,Italy,7
905,7.4,0.635,0.1,2.4,0.5905,0.08,16,33,0.99736,3.58,0.69,10.8,Spain,7
906,6.8,0.59,0.06,6,0.477,0.06,11,18,0.9962,3.41,0.59,10.8,Italy,7
907,6.8,0.59,0.06,6,0.477,0.06,11,18,0.9962,3.41,0.59,10.8,UK,7
908,9.2,0.58,0.2,3,0.579,0.081,15,115,0.998,3.23,0.59,9.5,UK,5
909,7.2,0.54,0.27,2.6,0.582,0.084,12,78,0.9964,3.39,0.71,11,Spain,5
910,6.1,0.56,0,2.2,0.563,0.079,6,9,0.9948,3.59,0.54,11.5,Spain,6
911,7.4,0.52,0.13,2.4,0.546,0.078,34,61,0.99528,3.43,0.59,10.8,Spain,6
912,7.3,0.305,0.39,1.2,0.3865,0.059,7,11,0.99331,3.29,0.52,11.5,Spain,6
913,9.3,0.38,0.48,3.8,0.774,0.132,3,11,0.99577,3.23,0.57,13.2,Italy,6
914,9.1,0.28,0.46,9,0.654,0.114,3,9,0.99901,3.18,0.6,10.9,Italy,6
915,10,0.46,0.44,2.9,0.463,0.065,4,8,0.99674,3.33,0.62,12.2,UK,6
916,9.4,0.395,0.46,4.6,0.5885,0.094,3,10,0.99639,3.27,0.64,12.2,Italy,7
917,7.3,0.305,0.39,1.2,0.3865,0.059,7,11,0.99331,3.29,0.52,11.5,Spain,6
918,8.6,0.315,0.4,2.2,0.4895,0.079,3,6,0.99512,3.27,0.67,11.9,Italy,6
919,5.3,0.715,0.19,1.5,1.0195,0.161,7,62,0.99395,3.62,0.61,11,UK,5
920,6.8,0.41,0.31,8.8,0.543,0.084,26,45,0.99824,3.38,0.64,10.1,Spain,6
921,8.4,0.36,0.32,2.2,0.513,0.081,32,79,0.9964,3.3,0.72,11,Spain,6
922,8.4,0.62,0.12,1.8,0.546,0.072,38,46,0.99504,3.38,0.89,11.8,Spain,6
923,9.6,0.41,0.37,2.3,0.578,0.091,10,23,0.99786,3.24,0.56,10.5,Spain,5
924,8.4,0.36,0.32,2.2,0.513,0.081,32,79,0.9964,3.3,0.72,11,Italy,6
925,8.4,0.62,0.12,1.8,0.546,0.072,38,46,0.99504,3.38,0.89,11.8,Italy,6
926,6.8,0.41,0.31,8.8,0.543,0.084,26,45,0.99824,3.38,0.64,10.1,UK,6
927,8.6,0.47,0.27,2.3,0.416,0.055,14,28,0.99516,3.18,0.8,11.2,Spain,5
928,8.6,0.22,0.36,1.9,0.386,0.064,53,77,0.99604,3.47,0.87,11,Italy,7
929,9.4,0.24,0.33,2.3,0.377,0.061,52,73,0.99786,3.47,0.9,10.2,Italy,6
930,8.4,0.67,0.19,2.2,0.666,0.093,11,75,0.99736,3.2,0.59,9.2,UK,4
931,8.6,0.47,0.27,2.3,0.416,0.055,14,28,0.99516,3.18,0.8,11.2,Italy,5
932,8.7,0.33,0.38,3.3,0.414,0.063,10,19,0.99468,3.3,0.73,12,Italy,7
933,6.6,0.61,0.01,1.9,0.583,0.08,8,25,0.99746,3.69,0.73,10.5,Italy,5
934,7.4,0.61,0.01,2,0.553,0.074,13,38,0.99748,3.48,0.65,9.8,Italy,5
935,7.6,0.4,0.29,1.9,0.51,0.078,29,66,0.9971,3.45,0.59,9.5,Spain,6
936,7.4,0.61,0.01,2,0.553,0.074,13,38,0.99748,3.48,0.65,9.8,Italy,5
937,6.6,0.61,0.01,1.9,0.583,0.08,8,25,0.99746,3.69,0.73,10.5,Spain,5
938,8.8,0.3,0.38,2.3,0.39,0.06,19,72,0.99543,3.39,0.72,11.8,Italy,6
939,8.8,0.3,0.38,2.3,0.39,0.06,19,72,0.99543,3.39,0.72,11.8,Italy,6
940,12,0.63,0.5,1.4,0.544,0.071,6,26,0.99791,3.07,0.6,10.4,Italy,4
941,7.2,0.38,0.38,2.8,0.454,0.068,23,42,0.99356,3.34,0.72,12.9,UK,7
942,6.2,0.46,0.17,1.6,0.503,0.073,7,11,0.99425,3.61,0.54,11.4,Spain,5
943,9.6,0.33,0.52,2.2,0.469,0.074,13,25,0.99509,3.36,0.76,12.4,Italy,7
944,9.9,0.27,0.49,5,0.491,0.082,9,17,0.99484,3.19,0.52,12.5,Italy,7
945,10.1,0.43,0.4,2.6,0.589,0.092,13,52,0.99834,3.22,0.64,10,Italy,7
946,9.8,0.5,0.34,2.3,0.62,0.094,10,45,0.99864,3.24,0.6,9.7,UK,7
947,8.3,0.3,0.49,3.8,0.54,0.09,11,24,0.99498,3.27,0.64,12.1,Italy,7
948,10.2,0.44,0.42,2,0.487,0.071,7,20,0.99566,3.14,0.79,11.1,UK,7
949,10.2,0.44,0.58,4.1,0.592,0.092,11,24,0.99745,3.29,0.99,12,Spain,7
950,8.3,0.28,0.48,2.1,0.549,0.093,6,12,0.99408,3.26,0.62,12.4,Italy,7
951,8.9,0.12,0.45,1.8,0.411,0.075,10,21,0.99552,3.41,0.76,11.9,Italy,7
952,8.9,0.12,0.45,1.8,0.411,0.075,10,21,0.99552,3.41,0.76,11.9,Italy,7
953,8.9,0.12,0.45,1.8,0.411,0.075,10,21,0.99552,3.41,0.76,11.9,Spain,7
954,8.3,0.28,0.48,2.1,0.549,0.093,6,12,0.99408,3.26,0.62,12.4,UK,7
955,8.2,0.31,0.4,2.2,0.383,0.058,6,10,0.99536,3.31,0.68,11.2,Spain,7
956,10.2,0.34,0.48,2.1,0.362,0.052,5,9,0.99458,3.2,0.69,12.1,Italy,7
957,7.6,0.43,0.4,2.7,0.539,0.082,6,11,0.99538,3.44,0.54,12.2,Spain,6
958,8.5,0.21,0.52,1.9,0.513,0.09,9,23,0.99648,3.36,0.67,10.4,UK,5
959,9,0.36,0.52,2.1,0.663,0.111,5,10,0.99568,3.31,0.62,11.3,Spain,6
960,9.5,0.37,0.52,2,0.551,0.088,12,51,0.99613,3.29,0.58,11.1,Italy,6
961,6.4,0.57,0.12,2.3,0.771,0.12,25,36,0.99519,3.47,0.71,11.3,UK,7
962,8,0.59,0.05,2,0.622,0.089,12,32,0.99735,3.36,0.61,10,Spain,5
963,8.5,0.47,0.27,1.9,0.431,0.058,18,38,0.99518,3.16,0.85,11.1,Spain,6
964,7.1,0.56,0.14,1.6,0.558,0.078,7,18,0.99592,3.27,0.62,9.3,Italy,5
965,6.6,0.57,0.02,2.1,0.746,0.115,6,16,0.99654,3.38,0.69,9.5,UK,5
966,8.8,0.27,0.39,2,0.581,0.1,20,27,0.99546,3.15,0.69,11.2,Spain,6
967,8.5,0.47,0.27,1.9,0.431,0.058,18,38,0.99518,3.16,0.85,11.1,Spain,6
968,8.3,0.34,0.4,2.4,0.427,0.065,24,48,0.99554,3.34,0.86,11,Italy,6
969,9,0.38,0.41,2.4,0.629,0.103,6,10,0.99604,3.13,0.58,11.9,Spain,7
970,8.5,0.66,0.2,2.1,0.683,0.097,23,113,0.99733,3.13,0.48,9.2,UK,5
971,9,0.4,0.43,2.4,0.46,0.068,29,46,0.9943,3.2,0.6,12.2,UK,6
972,6.7,0.56,0.09,2.9,0.563,0.079,7,22,0.99669,3.46,0.61,10.2,Italy,5
973,10.4,0.26,0.48,1.9,0.408,0.066,6,10,0.99724,3.33,0.87,10.9,UK,6
974,10.4,0.26,0.48,1.9,0.408,0.066,6,10,0.99724,3.33,0.87,10.9,Italy,6
975,10.1,0.38,0.5,2.4,0.634,0.104,6,13,0.99643,3.22,0.65,11.6,Spain,7
976,8.5,0.34,0.44,1.7,0.497,0.079,6,12,0.99605,3.52,0.63,10.7,Italy,5
977,8.8,0.33,0.41,5.9,0.464,0.073,7,13,0.99658,3.3,0.62,12.1,UK,7
978,7.2,0.41,0.3,2.1,0.538,0.083,35,72,0.997,3.44,0.52,9.4,UK,5
979,7.2,0.41,0.3,2.1,0.538,0.083,35,72,0.997,3.44,0.52,9.4,Spain,5
980,8.4,0.59,0.29,2.6,0.722,0.109,31,119,0.99801,3.15,0.5,9.1,Italy,5
981,7,0.4,0.32,3.6,0.425,0.061,9,29,0.99416,3.28,0.49,11.3,Italy,7
982,12.2,0.45,0.49,1.4,0.51,0.075,3,6,0.9969,3.13,0.63,10.4,Spain,5
983,9.1,0.5,0.3,1.9,0.475,0.065,8,17,0.99774,3.32,0.71,10.5,Spain,6
984,9.5,0.86,0.26,1.9,0.653,0.079,13,28,0.99712,3.25,0.62,10,Italy,5
985,7.3,0.52,0.32,2.1,0.506,0.07,51,70,0.99418,3.34,0.82,12.9,Italy,6
986,9.1,0.5,0.3,1.9,0.475,0.065,8,17,0.99774,3.32,0.71,10.5,UK,6
987,12.2,0.45,0.49,1.4,0.51,0.075,3,6,0.9969,3.13,0.63,10.4,Italy,5
988,7.4,0.58,0,2,0.494,0.064,7,11,0.99562,3.45,0.58,11.3,Spain,6
989,9.8,0.34,0.39,1.4,0.432,0.066,3,7,0.9947,3.19,0.55,11.4,Spain,7
990,7.1,0.36,0.3,1.6,0.508,0.08,35,70,0.99693,3.44,0.5,9.4,Italy,5
991,7.7,0.39,0.12,1.7,0.602,0.097,19,27,0.99596,3.16,0.49,9.4,Spain,5
992,9.7,0.295,0.4,1.5,0.4535,0.073,14,21,0.99556,3.14,0.51,10.9,Italy,6
993,7.7,0.39,0.12,1.7,0.602,0.097,19,27,0.99596,3.16,0.49,9.4,Italy,5
994,7.1,0.34,0.28,2,0.512,0.082,31,68,0.99694,3.45,0.48,9.4,Italy,5
995,6.5,0.4,0.1,2,0.5,0.076,30,47,0.99554,3.36,0.48,9.4,Italy,6
996,7.1,0.34,0.28,2,0.512,0.082,31,68,0.99694,3.45,0.48,9.4,Spain,5
997,10,0.35,0.45,2.5,0.565,0.092,20,88,0.99918,3.15,0.43,9.4,UK,5
998,7.7,0.6,0.06,2,0.575,0.079,19,41,0.99697,3.39,0.62,10.1,Italy,6
999,5.6,0.66,0,2.2,0.633,0.087,3,11,0.99378,3.71,0.63,12.8,Italy,7
1000,5.6,0.66,0,2.2,0.633,0.087,3,11,0.99378,3.71,0.63,12.8,Spain,7
1001,8.9,0.84,0.34,1.4,0.502,0.05,4,10,0.99554,3.12,0.48,9.1,Italy,6
1002,6.4,0.69,0,1.65,0.482,0.055,7,12,0.99162,3.47,0.53,12.9,Spain,6
1003,7.5,0.43,0.3,2.2,0.439,0.062,6,12,0.99495,3.44,0.72,11.5,Spain,7
1004,9.9,0.35,0.38,1.5,0.395,0.058,31,47,0.99676,3.26,0.82,10.6,Italy,7
1005,9.1,0.29,0.33,2.05,0.402,0.063,13,27,0.99516,3.26,0.84,11.7,Italy,7
1006,6.8,0.36,0.32,1.8,0.443,0.067,4,8,0.9928,3.36,0.55,12.8,Spain,7
1007,8.2,0.43,0.29,1.6,0.534,0.081,27,45,0.99603,3.25,0.54,10.3,UK,5
1008,6.8,0.36,0.32,1.8,0.443,0.067,4,8,0.9928,3.36,0.55,12.8,Italy,7
1009,9.1,0.29,0.33,2.05,0.402,0.063,13,27,0.99516,3.26,0.84,11.7,Italy,7
1010,9.1,0.3,0.34,2,0.41,0.064,12,25,0.99516,3.26,0.84,11.7,Spain,7
1011,8.9,0.35,0.4,3.6,0.655,0.11,12,24,0.99549,3.23,0.7,12,UK,7
1012,9.6,0.5,0.36,2.8,0.73,0.116,26,55,0.99722,3.18,0.68,10.9,Italy,5
1013,8.9,0.28,0.45,1.7,0.419,0.067,7,12,0.99354,3.25,0.55,12.3,Spain,7
1014,8.9,0.32,0.31,2,0.536,0.088,12,19,0.9957,3.17,0.55,10.4,Italy,6
1015,7.7,1.005,0.15,2.1,0.8115,0.102,11,32,0.99604,3.23,0.48,10,Italy,5
1016,7.5,0.71,0,1.6,0.673,0.092,22,31,0.99635,3.38,0.58,10,Italy,6
1017,8,0.58,0.16,2,0.774,0.12,3,7,0.99454,3.22,0.58,11.2,Spain,6
1018,10.5,0.39,0.46,2.2,0.492,0.075,14,27,0.99598,3.06,0.84,11.4,Italy,6
1019,8.9,0.38,0.4,2.2,0.454,0.068,12,28,0.99486,3.27,0.75,12.6,Spain,7
1020,8,0.18,0.37,0.9,0.299,0.049,36,109,0.99007,2.89,0.44,12.7,Italy,6
1021,8,0.18,0.37,0.9,0.299,0.049,36,109,0.99007,2.89,0.44,12.7,UK,6
1022,7,0.5,0.14,1.8,0.54,0.078,10,23,0.99636,3.53,0.61,10.4,Italy,5
1023,11.3,0.36,0.66,2.4,0.723,0.123,3,8,0.99642,3.2,0.53,11.9,Spain,6
1024,11.3,0.36,0.66,2.4,0.723,0.123,3,8,0.99642,3.2,0.53,11.9,UK,6
1025,7,0.51,0.09,2.1,0.463,0.062,4,9,0.99584,3.35,0.54,10.5,UK,5
1026,8.2,0.32,0.42,2.3,0.586,0.098,3,9,0.99506,3.27,0.55,12.3,Spain,6
1027,7.7,0.58,0.01,1.8,0.614,0.088,12,18,0.99568,3.32,0.56,10.5,Spain,7
1028,8.6,0.83,0,2.8,0.724,0.095,17,43,0.99822,3.33,0.6,10.4,Italy,6
1029,7.9,0.31,0.32,1.9,0.423,0.066,14,36,0.99364,3.41,0.56,12.6,Spain,6
1030,6.4,0.795,0,2.2,0.5635,0.065,28,52,0.99378,3.49,0.52,11.6,Spain,5
1031,7.2,0.34,0.21,2.5,0.477,0.075,41,68,0.99586,3.37,0.54,10.1,Spain,6
1032,7.7,0.58,0.01,1.8,0.614,0.088,12,18,0.99568,3.32,0.56,10.5,Italy,7
1033,7.1,0.59,0,2.1,0.632,0.091,9,14,0.99488,3.42,0.55,11.5,Italy,7
1034,7.3,0.55,0.01,1.8,0.63,0.093,9,15,0.99514,3.35,0.58,11,Italy,7
1035,8.1,0.82,0,4.1,0.721,0.095,5,14,0.99854,3.36,0.53,9.6,Spain,5
1036,7.5,0.57,0.08,2.6,0.616,0.089,14,27,0.99592,3.3,0.59,10.4,Italy,6
1037,8.9,0.745,0.18,2.5,0.6085,0.077,15,48,0.99739,3.2,0.47,9.7,Spain,6
1038,10.1,0.37,0.34,2.4,0.536,0.085,5,17,0.99683,3.17,0.65,10.6,Italy,7
1039,7.6,0.31,0.34,2.5,0.503,0.082,26,35,0.99356,3.22,0.59,12.5,Spain,7
1040,7.3,0.91,0.1,1.8,0.643,0.074,20,56,0.99672,3.35,0.56,9.2,Spain,5
1041,8.7,0.41,0.41,6.2,0.513,0.078,25,42,0.9953,3.24,0.77,12.6,Italy,7
1042,8.9,0.5,0.21,2.2,0.59,0.088,21,39,0.99692,3.33,0.83,11.1,Italy,6
1043,7.4,0.965,0,2.2,0.7295,0.088,16,32,0.99756,3.58,0.67,10.2,Spain,5
1044,6.9,0.49,0.19,1.7,0.542,0.079,13,26,0.99547,3.38,0.64,9.8,Italy,6
1045,8.9,0.5,0.21,2.2,0.59,0.088,21,39,0.99692,3.33,0.83,11.1,Spain,6
1046,9.5,0.39,0.41,8.9,0.462,0.069,18,39,0.99859,3.29,0.81,10.9,Italy,7
1047,6.4,0.39,0.33,3.3,0.347,0.046,12,53,0.99294,3.36,0.62,12.2,Italy,6
1048,6.9,0.44,0,1.4,0.482,0.07,32,38,0.99438,3.32,0.58,11.4,Italy,6
1049,7.6,0.78,0,1.7,0.614,0.076,33,45,0.99612,3.31,0.62,10.7,Italy,6
1050,7.1,0.43,0.17,1.8,0.539,0.082,27,51,0.99634,3.49,0.64,10.4,UK,5
1051,9.3,0.49,0.36,1.7,0.552,0.081,3,14,0.99702,3.27,0.78,10.9,Spain,6
1052,9.3,0.5,0.36,1.8,0.57,0.084,6,17,0.99704,3.27,0.77,10.8,Italy,6
1053,7.1,0.43,0.17,1.8,0.539,0.082,27,51,0.99634,3.49,0.64,10.4,UK,5
1054,8.5,0.46,0.59,1.4,2.208,0.414,16,45,0.99702,3.03,1.34,9.2,Italy,5
1055,5.6,0.605,0.05,2.4,0.5465,0.073,19,25,0.99258,3.56,0.55,12.9,Italy,5
1056,8.3,0.33,0.42,2.3,0.449,0.07,9,20,0.99426,3.38,0.77,12.7,Spain,7
1057,8.2,0.64,0.27,2,0.667,0.095,5,77,0.99747,3.13,0.62,9.1,Italy,6
1058,8.2,0.64,0.27,2,0.667,0.095,5,77,0.99747,3.13,0.62,9.1,Spain,6
1059,8.9,0.48,0.53,4,0.649,0.101,3,10,0.99586,3.21,0.59,12.1,Spain,7
1060,7.6,0.42,0.25,3.9,0.646,0.104,28,90,0.99784,3.15,0.57,9.1,Italy,5
1061,9.9,0.53,0.57,2.4,0.624,0.093,30,52,0.9971,3.19,0.76,11.6,Italy,7
1062,8.9,0.48,0.53,4,0.649,0.101,3,10,0.99586,3.21,0.59,12.1,Spain,7
1063,11.6,0.23,0.57,1.8,0.439,0.074,3,8,0.9981,3.14,0.7,9.9,Spain,6
1064,9.1,0.4,0.5,1.8,0.475,0.071,7,16,0.99462,3.21,0.69,12.5,Spain,8
1065,8,0.38,0.44,1.9,0.604,0.098,6,15,0.9956,3.3,0.64,11.4,Spain,6
1066,10.2,0.29,0.65,2.4,0.462,0.075,6,17,0.99565,3.22,0.63,11.8,Spain,6
1067,8.2,0.74,0.09,2,0.557,0.067,5,10,0.99418,3.28,0.57,11.8,Italy,6
